ne;tipo;Observação;A pagar; Cancelado; Inscritos; Pago
070023000012019NE000031;INDENIZACOES;REEMBOLSO - OFICIAL DE JUSTICA - 15 ZONA ELEITORAL - ITABERAI/GO - REF. DEZEMBRO/2019 - CLAUDIO MATIAS ALVES - PAD 622/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO - OFICIAL DE JUSTICA - SECRETARIA - GOIANIA/GO - DEZEMBRO/2019 - SILVANA GOMES DOS SANTOS - PAD 13103/2019.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO - OFICIAL DE JUSTICA - SECRETARIA - GOIANIA/GO - DEZEMBRO/2019 - SILVANA GOMES DOS SANTOS - PAD 377/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO DO VALOR SOBRESTADO - OFICIAL DE JUSTICA - 042 ZONA ELEITORAL - CIDADE OCIDENTAL/GO - NOVEMBRO/2019 - ROBSON ALVES DA SILVA - PAD 13264/2019.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO DO VALOR SOBRESTADO - OFICIAL DE JUSTICA - 085 ZONA ELEITORAL - CRIXAS/GO - NOVEMBRO/2019 - MICHEL YAMAGUCHI - PAD 13226/2019.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO DO VALOR SOBRESTADO - OFICIAL DE JUSTICA - 7 ZONA ELEITORAL - CALDAS NOVAS/GO - NOVEMBRO/2019 - DIEGO GOMES DO NASCIMENTO. PAD 13310/2019.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO DO VALOR SOBRESTADO. OFICIAL DE JUSTICA - 12 ZONA ELEITORAL - GOIAS/GO - NOVEMBRO/2019 - JOSE SABINO DANTAS - PAD 12974/2019.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 007 ZONA ELEITORAL - CALDAS NOVAS/GO - DEZEMBRO/2019 -  DIEGO GOMES REIS DO NASCIMENTO. PAD 315/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 007 ZONA ELEITORAL - CALDAS NOVAS/GO - DEZEMBRO/2019 -  DIEGO GOMES REIS DO NASCIMENTO. PAD 316/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 007 ZONA ELEITORAL - CALDAS NOVAS/GO - DEZEMBRO/2019 - RIBAMAR RABELO DE MOURA. PAD 319/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 019 ZONA ELEITORAL - LUZIANIA/GO - DEZEMBRO/2019 -  RODOLFO ACELINO DE OLIVEIRA DA CONCEICAO. PAD 321/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 019 ZONA ELEITORAL - LUZIANIA/GO - DEZEMBRO/2019 -  THIAGO AUGUSTO RESENDE BRAZ. PAD 317/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 024 ZONA ELEITORAL - SANTO ANTONIO DO DESCOBERTO/GO - DEZEMBRO/2019 -  REGINALDO LOURENCO DOS SANTOS. CUMPRIMENTO DE DILIGENCIAS PARA O MINISTERIO PUBLICO ELEITORAL. PAD 302/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 024 ZONA ELEITORAL - SANTO ANTONIO DO DESCOBERTO/GO - DEZEMBRO/2019 -  REGINALDO LOURENCO DOS SANTOS. PAD 298/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 035 ZONA ELEITORAL - ARAGARCAS/GO - DEZEMBRO/2019 -  RONALDO CHAVES GOUVEIA. PAD 312/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 050 ZONA ELEITORAL - URUACU/GO - DEZEMBRO/2019 -  WESLEY SANKEL DA SILVA LIMA. PAD 313/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 085 ZONA ELEITORAL - CRIXAS/GO - DEZEMBRO/2019 - MICHEL YAMAGUCHI - PAD 0089/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 30 ZONA ELEITORAL - RIO VERDE/GO - DEZEMBRO/2019 - ESSIO DOS REIS SANTOS. PAD 0117/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 38 ZONA ELEITORAL - GOIATUBA/GO - DEZEMBRO/2019 - JORGE AGOSTINHO EUGENIO. PAD 14061/2019.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - 66 ZONA ELEITORAL - SANTA HELENA DE GOIAS/GO - DEZEMBRO/2019 - ADAO LUIZ PINTO. PAD 202/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - GOIANIA/GO - DEZEMBRO/2019 - KARLA BARROS COSTA - PAD 13101/2019.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - GOIANIA/GO - DEZEMBRO/2019 - KARLA BARROS COSTA. PAD 166/2020.;0;NA;NA;0
070023000012019NE000031;INDENIZACOES;REEMBOLSO OFICIAL DE JUSTICA - GOIANIA/GO - DEZEMBRO/2019 - KARLA BARROS COSTA. PAD 378/2020.;0;NA;NA;0
070023000012019NE000118;DIARIAS NO PAIS;NAO SE APLICA;337,28;NA;337,28;NA
070023000012019NE000118;DIARIAS NO PAIS;NAO SE APLICA;0;NA;0;NA
070023000012019NE000118;DIARIAS NO PAIS;DADOS;-337,28;337,28;NA;NA
070023000012019NE000118;DIARIAS NO PAIS;NAO SE APLICA;0;NA;0;NA
070023000012019NE000410;SERVICO DE SELECAO E TREINAMENTO;NAO SE APLICA;7500;NA;7500;NA
070023000012019NE000410;SERVICO DE SELECAO E TREINAMENTO;NAO SE APLICA;0;NA;0;NA
070023000012019NE000410;SERVICO DE SELECAO E TREINAMENTO;NAO SE APLICA;0;NA;0;NA
070023000012019NE000410;SERVICO DE SELECAO E TREINAMENTO;PAGAMENTO DA FATURA N.0450, EMITIDA EM 17/11/2019, REFERENTE A CONTRAPRESTACAO DO CURSO AUDITORIA BASEADA EM RISCOS, REALIZADO NOS DIAS 11 E 12 DE NOVEMBRO, NO PREDIO SEDE DESTE TRE - VALOR: R$ 7.500,00 -  EMPRESA OPTANTE PELO SIMPLES NACIONAL - PAD 9322/2018.;-7500;NA;NA;7500
070023000012020NE000075;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0028 - SERVICO CONTINUADO DE SECRETARIADO (A) RECEPCIONISTA;NA;NA;NA;NA
070023000012020NE000075;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000076;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0093 - PRESTACAO DE SERVICOS RELACIONADOS A SAUDE BUCAL (CBO 3224-15);NA;NA;NA;NA
070023000012020NE000076;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000141;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0028 - SERVICO CONTINUADO DE SECRETARIADO (A) RECEPCIONISTA;NA;NA;NA;NA
070023000012020NE000142;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0093 - PRESTACAO DE SERVICOS RELACIONADOS A SAUDE BUCAL (CBO 3224-15);NA;NA;NA;NA
070023000012020NE000075;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0028 - SERVICO CONTINUADO DE SECRETARIADO (A) RECEPCIONISTA;NA;NA;NA;NA
070023000012020NE000075;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000076;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0093 - PRESTACAO DE SERVICOS RELACIONADOS A SAUDE BUCAL (CBO 3224-15);NA;NA;NA;NA
070023000012020NE000076;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR.;NA;NA;NA;NA
070023000012020NE000141;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0028 - SERVICO CONTINUADO DE SECRETARIADO (A) RECEPCIONISTA;NA;NA;NA;NA
070023000012020NE000142;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;APROPRIACAO DA NFE N. 2566, EMITIDA EM 05.02.2020, REFERENTE A SERVICOS DE AUXILIAR DE ODONTOLOGIA PRESTADOS EM JANEIRO/2020. CONTRATO 32/2019. VALOR BRUTO DA NF: R$ 4.197,00, APLICADA RETENCAO DE R$ 527,90 PARA DEPOSITO EM CONTA VINCULADA, CONFORME RES. CNJ 169. PAD 15862020.;NA;NA;NA;NA
070023000012020NE000142;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;PAGAMENTO DA NFE N. 2566, EMITIDA EM 05.02.2020, REFERENTE A SERVICOS DE AUXILIAR DE ODONTOLOGIA PRESTADOS EM JANEIRO/2020. CONTRATO 32/2019. VALOR BRUTO DA NF: R$ 4.197,00, APLICADA RETENCAO DE R$ 527,90 PARA DEPOSITO EM CONTA VINCULADA, CONFORME RES. CNJ 169. PAD 15862020.;NA;NA;NA;NA
070023000012020NE000142;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE INSS INCIDENTE NA NF 2566, EMITIDA EM 05/02/2020, NO VALOR DE R$ 4.197,00. AL. 11 PP. PAD 15862020.;NA;NA;NA;NA
070023000012020NE000142;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE ISS DEVIDO AO MUNICIPIO DE GOIANIA-GO, INCIDENTE NA NF 2566, EMITIDA EM 05/02/2020, NO VALOR DE R$ 4.197,00. AL. 5 PP. PAD 15862020.;NA;NA;NA;NA
070023000012020NE000142;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE TRIBUTOS FEDERAIS INCIDENTES NA NF 2566, EMITIDA EM 05/02/2020, NO VALOR BRUTO DE R$ 4.197,00. AL. 9,45 PP. PAD 15862020.;NA;NA;NA;NA
070023000012020NE000142;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0093 - PRESTACAO DE SERVICOS RELACIONADOS A SAUDE BUCAL (CBO 3224-15);NA;NA;NA;NA
070023000012020NE000125;LIMPEZA E CONSERVACAO;20CT0002 - SERVICOS ESPECIALIZADOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS SOLIDOS CLASSE 2, DE ACORDO COM A NORMA NBR 10004/04 DA ABNT, GERADOS NOS EDIFICIOS SEDE E ANEXO I DO TRE-GO.;NA;NA;NA;NA
070023000012020NE000125;LIMPEZA E CONSERVACAO;20CT0002 - SERVICOS ESPECIALIZADOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS SOLIDOS CLASSE 2, DE ACORDO COM A NORMA NBR 10004/04 DA ABNT, GERADOS NOS EDIFICIOS SEDE E ANEXO I DO TRE-GO.;NA;NA;NA;NA
070023000012020NE000074;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;19CT0003 - SERVICOS DE LOCACAO, MANUTENCAO, HIGIENIZACAO E FORNECIMENTO DE TOALHAS DE ROSTO PARA LIMPEZA E HIGIENIZACAO DE EQUIPAMENTOS ODONTOLOGICOS E MEDICOS.;NA;NA;NA;NA
070023000012020NE000074;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR;NA;NA;NA;NA
070023000012020NE000138;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;18CT0006 - LOCACAO, MANUTENCAO E HIGIENIZACAO E FORNECIMENTO DE TOALHAS DE    ROSTO PARA LIMPEZA E HIGIENIZACAO DE EQUIPAMENTO ODONTOLOGICO E MEDICOS.;NA;NA;NA;NA
070023000012020NE000074;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;19CT0003 - SERVICOS DE LOCACAO, MANUTENCAO, HIGIENIZACAO E FORNECIMENTO DE TOALHAS DE ROSTO PARA LIMPEZA E HIGIENIZACAO DE EQUIPAMENTOS ODONTOLOGICOS E MEDICOS.;NA;NA;NA;NA
070023000012020NE000074;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO DO CREDOR;NA;NA;NA;NA
070023000012020NE000138;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;PAGAMENTO NF 20343, EMITIDA EM 04/02/2020, NO VALOR DE R$ 189,60, REFERENTE A PRESTACAO DE SERVICOS DE LOCACAO, MANUTENCAO E FORNECIMENTO DE TOALHAS DE ROSTO PARA A SECAO DE ATENCAO A SAUDE DO TRE-GO, RELATIVA AO MES JANEIRO/2020, NOS TERMOS DO CONTRATO TRE-GO N. 03/2019. EMPRESA OPTANTE PELO SIMPLES NACIONAL.;NA;NA;NA;NA
070023000012020NE000138;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;18CT0006 - LOCACAO, MANUTENCAO E HIGIENIZACAO E FORNECIMENTO DE TOALHAS DE    ROSTO PARA LIMPEZA E HIGIENIZACAO DE EQUIPAMENTO ODONTOLOGICO E MEDICOS.;NA;NA;NA;NA
070023000012020NE000138;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;19CT0003 - REFORCO DA NOTA DE EMPENHO. LOCACAO, MANUTENCAO, HIGIENIZACAO E FORNECIMENTO DE TOALHAS DE ROSTO PARA LIMPEZA E HIGIENIZACAO DE EQUIPAMENTO ODONTOLOGICO E MEDICOS.;NA;NA;NA;NA
070023000012020NE000036;DIARIAS NO PAIS;2020NECT-ATENDER AO PAGAMENTO DE DIARIAS PARA MEMBROS DO TRE-GO.;NA;NA;NA;NA
070023000012020NE000036;DIARIAS NO PAIS;2020NECT-ATENDER AO PAGAMENTO DE DIARIAS PARA MEMBROS DO TRE-GO.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;ALTERACAO DE EMPENHOS TENDO EM VISTA QUE AS DIARIA SAO PARTE REF. EXERCICIO 2020 E PARTE EXERCICIOS ANTERIORES.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC01 - GOIANIA/GO A RIO VERDE/GO - DE 09/01 A 10/01/2020 - VISTORIA DE FISCALIZACAO DAS OBRAS OBJETO DOS CONTRATOS TRE/GO N� 37/2019 E 41/2019, REFORMA DOS PREDIOS DO FORUM ELEITORAL DE RIO VERDE E DO CARTORIO ELEITORAL DE JATAI, RESPECTIVAMENTE. VISTORIA N� 13. PAD 8553/2019.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC04 - RIO VERDE/GO A ITAJA/GO - JANEIRO/2020 - SUBSTITUIR FERIAS DA CHEFE DE CARTORIO DA 96� ZE-TRE/GO - PAD 7938/2019.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC06 - GOIATUBA/GO A GOIANIA/GO - 20/01/2020 - COMPARECIMENTO A REUNIAO PARA TRATAR DO PROGRAMA CONVERSANDO COM A JUSTICA ELEITORAL, CONFORME CONVOCACAO DO JUIZ GESTOR DE METAS DO TRE-GO, DR. VICENTE LOPES - PAD 0368/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC06 - JATAI/GO A GOIANIA/GO - DE 02/02 A 03/02/2020 - PARTICIPACAO EM REUNIAO DO COMITE GESTOR REGIONAL DE ATENCAO PRIORITARIA AO PRIMEIRO GRAU DE JURISDICAO. A REUNIAO ANTERIORMENTE AGENDADA PARA O DIA 31/01/2020 FOI REMARCADA PARA O DIA 03/02/2020 - PAD 13393/2019.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DIARIAS - FC06 - SAO MIGUEL DO ARAGUAIA -GO/PORANGATU -GO - 09 A 13/12/19, 16 A 20/12/19, 26 A 27/12/19, 02/01 A 03/01/2020 E 06/01 A 10/01/2020 - SUBSTITUICAO DE CHEFIA DE CARTORIO - 55 ZE PORANGATU.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;2020NECT - ATENDER AO PAGAMENTO DE DIARIAS EM ATIVIDADES ADMINISTRATIVAS.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;12 - CANCELAMENTO DA 2020OB800192 - POR DOMICILIO BANCARIO INEXISTENTE;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;ALTERACAO DE EMPENHOS TENDO EM VISTA QUE AS DIARIA SAO PARTE REF. EXERCICIO 2020 E PARTE EXERCICIOS ANTERIORES.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE 1,5 DIARIAS - FC06 - FORMOSA A GOIANIA /GO - PARTICIPAR DE ENCONTRO PRESENCIAL GRUPO DE TRABALHO - VAPT-VUPT - PORTARIA238/2019-DG - PAD 7424/2019.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE 2,5 DIARIAS - FC01 - MINEIROS A GOIANIA /GO - 19 A 21/02/2020 - PARTICIPAR DE ENCONTRO PRESENCIAL GRUPO DE TRABALHO - VAPT-VUPT - PORTARIA 238/2019-DG - PAD 7424/2019.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE 2,5 DIARIAS - FC06 - GOIANIA/GOIATUBA-GO - 11 A 13/03/2020 - PARTICIPAR DO PROGRAMA CONVERSANDO COM A JUSTICA ELEITORAL - PAD 698/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - CJ01 - GOIANIA/GO A BRASILIA/DF - DE 17/02 A 18/02/2020 - PARTICIPAR DE EVENTO NO TSE, NOS DIAS 17 E 18 DE FEVEREIRO DE 2020, COM O OBJETIVO DE FINALIZAR OS TRABALHOS RELACIONADOS AOS ASSUNTOS E CLASSES PROCESSUAIS CONSTANTES DAS TABELAS PROCESSUAIS UNIFICADAS - TPU, REFERENTES AO 2� GRAU DE JURISDICAO. PAD 1281/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - CJ01 - GOIANIA/GO A GOIATUBA/GO - DE 10/03 A 13/03/2020 - DIVULGAR O PROGRAMA CONVERSANDO COM A JUSTICA ELEITORAL . PAD 0698/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - CJ02 - GOIANIA/GO A RIO VERDE/GO - DE 29/01 A 30/01/2020 - VISTORIA DE FISCALIZACAO DAS OBRAS OBJETO DOS CONTRATOS TRE/GO N� 37/2019 E 41/2019, REFORMA DOS PREDIOS DO FORUM ELEITORAL DE RIO VERDE E DO CARTORIO ELEITORAL DE JATAI, RESPECTIVAMENTE. RECEBIMENTO PROVISORIO DA OBRA DE JATAI. VISTORIA N� 14. PAD 8553/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - CJ04 - GOIANIA/GO A BRASILIA/DF - DIA 04/02/2020 - PARTICIPAR DA REUNIAO DE DIRETORES-GERAIS, A SER REALIZADA NO DIA 4/2/2020, DAS 9H AS 17H, NAS DEPENDENCIAS DO TSE. PAD 703/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC 06 - LUZIANIA/GO A GOIANIA/GO - DE 31/01 A 01/02/2020 - PARTICIPAR DA REUNIAO DO GRUPO DE TRABALHO INSTITUIDO PELA PORTARIA - DG - N�238/2019 - VAPT-VUPT NO DIA 31/01/2020 NO PERIODO VESPERTINO. PAD 7424/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC01 - GOIANIA/GO A GOIATUBA/GO - DE 10/03 A 13/03/2020 - REGISTRAR O PROGRAMA CONVERSANDO COM A JUSTICA ELEITORAL. PAD 0698/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC01 - GOIANIA/GO A RIO VERDE/GO - DE 09/01 A 10/01/2020 - VISTORIA DE FISCALIZACAO DAS OBRAS OBJETO DOS CONTRATOS TRE/GO N� 37/2019 E 41/2019, REFORMA DOS PREDIOS DO FORUM ELEITORAL DE RIO VERDE E DO CARTORIO ELEITORAL DE JATAI, RESPECTIVAMENTE. VISTORIA N� 13. PAD 8553/2019.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC01 - GOIANIA/GO A RIO VERDE/GO - DE 29/01 A 30/01/2020 - VISTORIA DE FISCALIZACAO DAS OBRAS OBJETO DOS CONTRATOS TRE/GO N� 37/2019 E 41/2019, REFORMA DOS PREDIOS DO FORUM ELEITORAL DE RIO VERDE E DO CARTORIO ELEITORAL DE JATAI, RESPECTIVAMENTE. RECEBIMENTO PROVISORIO DA OBRA DE JATAI. VISTORIA N� 14. PAD 8553/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC01 - GOIANIA/LUZIANIA/VALPARAISO/NOVO GAMA/GOIANIA - DE 12/02 A 14/02/2020 - PARTICIPAR DE INSPECOES ORDINARIAS, CONSOANTE ESTABELECIDO PELO CRONOGRAMA DE INSPECOES ELEITORAIS PARA O ANO DE 2020 - PROVIMENTO VPCRE N. 1/2020 E ANEXO.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC01 - JATAI/GO A GOIANIA/GO - DE 02/01 A 03/01/2020 - PARTICIPACAO EM REUNIAO DO COMITE GESTOR REGIONAL DE ATENCAO PRIORITARIA AO PRIMEIRO GRAU DE JURISDICAO. A REUNIAO ANTERIORMENTE AGENDADA PARA O DIA 31/01/2020 FOI REMARCADA PARA O DIA 03/02/2020. PAD 13393/2019.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC01 - MINEIROS/GO A GOIANIA/GO - DE 30/01 A 01/02/2020 - GRUPO DE TRABALHO VAPT VUPT. PAD 7424/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC04 - RIO VERDE/GO A ITAJA/GO - JANEIRO/2020 - SUBSTITUIR FERIAS DA CHEFE DE CARTORIO DA 96� ZE-TRE/GO - PAD 7938/2019.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC06 - GOIANIA/GO A GOIATUBA/GO - DE 11/03 A 13/03/2020 - PARTICIPACAO DO PROGRAMA CONVERSANDO COM A JUSTICA ELEITORAL - PAD 698/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC06 - GOIANIA/LUZIANIA/VALPARAISO/NOVO GAMA/GOIANIA - DE 12/02 A 14/02/2020 - PARTICIPAR DE INSPECOES ORDINARIAS, CONSOANTE ESTABELECIDO PELO CRONOGRAMA DE INSPENCOES ELEITORAIS PARA O ANO DE 2020 - PROVIMENTO VPCRE N. 1/2020 E ANEXO.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC06 - GOIATUBA/GO A GOIANIA/GO - 20/01/2020 - COMPARECIMENTO A REUNIAO PARA TRATAR DO PROGRAMA CONVERSANDO COM A JUSTICA ELEITORAL, CONFORME CONVOCACAO DO JUIZ GESTOR DE METAS DO TRE-GO, DR. VICENTE LOPES - PAD 0368/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC06 - JATAI/GO A GOIANIA/GO - DE 02/02 A 03/02/2020 - PARTICIPACAO EM REUNIAO DO COMITE GESTOR REGIONAL DE ATENCAO PRIORITARIA AO PRIMEIRO GRAU DE JURISDICAO. A REUNIAO ANTERIORMENTE AGENDADA PARA O DIA 31/01/2020 FOI REMARCADA PARA O DIA 03/02/2020 - PAD 13393/2019.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC06 - MINEIROS/GO A GOIANIA/GO - DE 19/01 A 20/01/2020 - COMPARECIMENTO A REUNIAO QUE SERA REALIZADA EM 20/01/2020, AS 14H, NA SEDE DO TRE-GO, PARA TRATAR DO PROGRAMA CONVERSANDO COM A JUSTICA ELEITORAL, CONFORME CONVOCACAO DO JUIZ GESTOR DE METAS DO TRE-GO, DR. VICENTE LOPES. PAD 0344/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DE DIARIAS - FC06 - MINEIROS/GO A GOIANIA/GO - DE 19/01 A 20/01/2020 - COMPARECIMENTO A REUNIAO QUE SERA REALIZADA EM 20/01/2020, AS 14H, NA SEDE DO TRE-GO, PARA TRATAR DO PROGRAMA CONVERSANDO COM A JUSTICA ELEITORAL, CONFORME CONVOCACAO DO JUIZ GESTOR DE METAS DO TRE-GO, DR. VICENTE LOPES. PAD 344/2020.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;PAGAMENTO DIARIAS - FC06 - SAO MIGUEL DO ARAGUAIA -GO/PORANGATU -GO - 09 A 13/12/19, 16 A 20/12/19, 26 A 27/12/19, 02/01 A 03/01/2020 E 06/01 A 10/01/2020 - SUBSTITUICAO DE CHEFIA DE CARTORIO - 55 ZE PORANGATU.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;2020NECT - ATENDER AO PAGAMENTO DE DIARIAS EM ATIVIDADES ADMINISTRATIVAS.;NA;NA;NA;NA
070023000012020NE000037;DIARIAS NO PAIS;2020NECT - REFORCO AO EMPENHO 2020NE000037;NA;NA;NA;NA
070023000012020NE000038;DIARIAS - CIVIL;ALTERACAO DE EMPENHOS TENDO EM VISTA QUE AS DIARIA SAO PARTE REF. EXERCICIO 2020 E PARTE EXERCICIOS ANTERIORES.;NA;NA;NA;NA
070023000012020NE000038;DIARIAS - CIVIL;APROPRIACAO DE DIARIA. EDMILSON RUFINO DE LIMA JUNIORS. BRASILIA/DF A GOIANIA/GO. PERIODO: 2/12 A 04/12/2019. MINISTRAR CURSO DE ATUALIZACAO EM DIREITO PROCESSUAL PENAL E SEUS REFLEXOS NO DIREITO ELEITORAL.;NA;NA;NA;NA
